trace_id,step,x,y,heading,speed,action,reward,label
0,0,6.682421684265137,3.5037503242492676,0.002080461443569881,21.21381548965956,"[0.03267344832420349, 1.0]",1.7778838539686048,True
0,1,8.806233406066895,3.5124166011810303,0.004613127640235248,21.378626281048135,"[-0.11876457929611206, 1.0]",2.2200155400664743,True
0,2,10.946043014526367,3.460460901260376,-0.02827464813531666,21.51458059907006,"[-0.15897393226623535, 1.0]",2.236625221155288,True
0,3,13.099251747131348,3.331882953643799,-0.07266767929417473,21.763021142863405,"[-0.04408073425292969, 1.0]",2.251142327747866,True
0,4,15.27077865600586,3.1543805599212646,-0.0979433417259532,21.931618846731325,"[0.08180999755859375, 1.0]",2.270219193684803,True
0,5,17.460176467895508,2.9848272800445557,-0.08164559480299527,22.084754533795294,"[0.13963976502418518, 1.0]",2.2887792072917272,True
0,6,19.66840934753418,2.864697217941284,-0.04642741991556942,22.233108856641973,"[0.13724878430366516, 1.0]",2.3082818694935607,True
0,7,21.889183044433594,2.820747137069702,-0.00593325659258781,22.172399465094266,"[0.12394961714744568, 1.0]",2.3205494944923384,True
0,8,24.110843658447266,2.8623576164245605,0.03774271844276633,22.360017789338347,"[0.07135644555091858, 1.0]",2.3222806940656944,True
0,9,26.342628479003906,2.9719648361206055,0.0714768468127458,22.324552999761647,"[-0.02421003393828869, 1.0]",2.332245309055568,True
0,10,28.570035934448242,3.0960419178009033,0.06831713933742112,22.25324927826335,"[-0.14827877283096313, 1.0]",2.327547077196521,True
0,11,30.791912078857422,3.179316759109497,0.03271347188220641,22.16618869368469,"[-0.20150887966156006, 1.0]",2.321623993530761,True
0,12,33.01136779785156,3.1845879554748535,-0.013455621407625351,22.270593059692768,"[-0.14835304021835327, 1.0]",2.319673387762758,True
0,13,35.235740661621094,3.1076436042785645,-0.0576001796367791,22.23004739563695,"[-0.034342795610427856, 1.0]",2.3244080770498976,True
0,14,37.454166412353516,2.9794485569000244,-0.082100595875235,22.183078268651418,"[0.07695609331130981, 1.0]",2.318249602941353,True
0,15,39.673885345458984,2.8644509315490723,-0.060838583522315304,22.359067891969755,"[0.1272754967212677, 1.0]",2.3203347386193327,True
0,16,41.90681457519531,2.8044748306274414,-0.017328523422873054,22.301730864556674,"[0.11760923266410828, 1.0]",2.3332870186268333,True
0,17,44.135719299316406,2.8277745246887207,0.029385319467934323,22.24991673798257,"[0.08155682682991028, 1.0]",2.329029349442015,True
0,18,46.3582763671875,2.9194350242614746,0.06775521234741433,22.216784283130327,"[-0.01392701081931591, 1.0]",2.3225325971451802,True
0,19,48.57926940917969,3.0334413051605225,0.07406677097284753,22.329614358666937,"[-0.1611068844795227, 1.0]",2.3214763066061885,True
0,20,50.80751037597656,3.122702121734619,0.04025607672152898,22.232259670022056,"[-0.2513406574726105, 1.0]",2.3282861353119744,True
0,21,53.028228759765625,3.142439603805542,-0.004663061910674671,22.117503730639044,"[-0.28391245007514954, 1.0]",2.320247150576938,True
0,22,55.24053955078125,3.076160430908203,-0.05242645658708156,22.162488999891895,"[-0.19943374395370483, 1.0]",2.3120419915151387,True
0,23,57.45532989501953,2.922013998031616,-0.10098147589751605,22.3223124356578,"[-0.05205985903739929, 1.0]",2.3152407501987415,True
0,24,59.675010681152344,2.7032065391540527,-0.1355790010928981,22.27082564937084,"[0.12154671549797058, 1.0]",2.319899501554981,True
0,25,61.88960266113281,2.4905450344085693,-0.12083440971767523,22.163341997324988,"[0.26516667008399963, 1.0]",2.3143270189684313,True
0,26,64.10163879394531,2.3206729888916016,-0.07131226345737929,22.225811429051934,"[0.26904797554016113, 1.0]",2.312052284243234,True
0,27,66.3198013305664,2.233527421951294,-0.016713865843282605,22.12377615132857,"[0.24771347641944885, 1.0]",2.3177195293020723,True
0,28,68.5335464477539,2.2351057529449463,0.03700355808221545,22.161057075211467,"[0.14465302228927612, 1.0]",2.3134698740259516,True
0,29,70.75261688232422,2.312453508377075,0.08443938394454253,22.34121226122505,"[-0.014207003638148308, 1.0]",2.319605889745825,True
