id,ego_x,ego_y,ego_vx,ego_vy
1,-102.88591857910157,-81.59495117187501,1.13284432888031,8.040749549865723
1,-102.77269073486329,-80.78808166503907,1.1326520442962646,8.180155754089355
1,-102.65931411743165,-79.96729614257814,1.1363238096237183,8.319025039672852
1,-102.54578491210938,-79.1325946044922,1.133493185043335,8.458708763122559
1,-102.43259521484376,-78.28391601562501,1.1273367404937744,8.598764419555664
1,-102.31981369018555,-77.42126037597657,1.1266075372695923,8.738103866577148
1,-102.20715805053712,-76.54465820312501,1.1250404119491577,8.877500534057617
1,-102.09511276245118,-75.65502502441407,1.1081981658935547,8.979334831237793
1,-101.98458572387696,-74.75577880859376,1.092638373374939,9.05196762084961
1,-101.87550827026368,-73.84978820800782,1.0795639753341675,9.097712516784668
1,-101.7680062866211,-72.9396014404297,1.0587784051895142,9.122559547424316
1,-101.6628045654297,-72.02726318359376,1.0294511318206787,9.130484580993652
1,-101.5603761291504,-71.11504699707032,1.0021765232086182,9.096915245056152
1,-101.46051498413087,-70.20605041503907,0.9804898500442505,9.062705993652344
1,-101.36300750732423,-69.3004412841797,0.9545160531997681,9.028888702392578
1,-101.26833435058595,-68.3982196044922,0.9207589030265808,8.99576187133789
1,-101.17673965454102,-67.49932434082032,0.8945283889770508,8.961845397949219
