trace_id,step,x,y,heading,speed,action,reward
0,0,5.0,0.0,0.0,0.0,8,0.0
0,1,5.002275466918945,0.0009556494187563658,0.0006412891904910012,0.15883455864341192,8,0.002990222432840666
0,2,5.020282745361328,0.008510338142514229,0.00690744091933837,0.3392015303882898,8,0.019533685329130118
0,3,5.054372787475586,0.024482665583491325,0.019913520734958112,0.530178118514902,8,0.03647584364757487
0,4,5.103880405426025,0.05235644429922104,0.037440582817096946,0.716073984094314,8,0.05272995087886387
0,5,5.168941497802734,0.08977876603603363,0.060040966775836146,0.8863628301305804,8,0.0690497251122966
0,6,5.247840881347656,0.1368952840566635,0.08859165155813997,1.04851825499712,8,0.08361771569240892
0,7,5.338895320892334,0.1949957013130188,0.12302246286928398,1.2058427609223656,8,0.09648073196882838
0,8,5.440796852111816,0.26503264904022217,0.1629340597038107,1.3582145756760389,8,0.1080134968100246
0,9,5.55265474319458,0.3471541702747345,0.2074954026435618,1.5043516398382626,8,0.11862747346203585
0,10,5.673312664031982,0.4416269361972809,0.2559513523614445,1.6438484113017922,8,0.1280552386882604
0,11,5.8011040687561035,0.5492475628852844,0.307980997946105,1.7776614155969235,8,0.13579088109430726
0,12,5.934121131896973,0.6710382699966431,0.363424017099919,1.9067985461896706,8,0.14159765659872267
0,13,6.070323944091797,0.8080335259437561,0.42218040812395596,2.032134237379893,8,0.14534741626303374
0,14,6.207590103149414,0.9611594080924988,0.48416048906850584,2.154279434518005,8,0.14696041651294822
0,15,6.343692302703857,1.1311925649642944,0.5492835661525408,2.27358783156299,8,0.1463333447964768
0,16,6.476255416870117,1.3187410831451416,0.6174788658700905,2.3902914731977205,8,0.14331942579564952
0,17,6.602749347686768,1.524208426475525,0.6886804749841771,2.5045690471252233,8,0.1377644915287139
0,18,6.7205071449279785,1.747746467590332,0.762825343155991,2.6165580887136977,8,0.1295323086404226
0,19,6.8267502784729,1.9892125129699707,0.8398516184692166,2.726349690824271,8,0.1185117071536311
0,20,6.918614387512207,2.248133659362793,0.9196981813768366,2.833998704672017,8,0.10461710321033071
0,21,6.9931745529174805,2.5236730575561523,1.002304844438214,2.9395394248295728,8,0.08778809281700652
0,22,7.047492027282715,2.81459903717041,1.087611886265904,3.0429902696775755,8,0.06801093057878346
0,23,7.0786662101745605,3.1192562580108643,1.1755591859982992,3.1443614819665524,8,0.04532380956069519
0,24,7.083894729614258,3.4355480670928955,1.2660872219850363,3.2436510272564485,8,0.019824949062351285
0,25,7.060537815093994,3.7609236240386963,1.359136539154778,3.3408508891155484,8,-0.008323085519243704
0,26,7.006188869476318,4.09237813949585,1.4546479653970552,3.435949906241626,8,-0.03888717103958846
0,27,6.91874885559082,4.426464080810547,1.55256165656934,3.528935728835487,8,-0.07155980310573835
0,28,6.796504497528076,4.759310722351074,1.652818043167595,3.6197957327879737,8,-0.10595527726519825
0,29,6.638206481933594,5.086663246154785,1.7553574183685365,3.7085140392069498,8,-0.14160970241805115
0,30,6.443143367767334,5.403932094573975,1.8601203166978555,3.7950785824428137,8,-0.17798526054526712
0,31,6.211214065551758,5.7062554359436035,1.9670465340701595,3.8794774087159554,8,-0.21447165387635436
0,32,5.942991733551025,5.988581657409668,2.0760767818616808,3.9617033508810087,8,-0.25039466692176787
0,33,5.639776706695557,6.245759010314941,2.1871514718430287,4.041749340436035,8,-0.2850271548235066
0,34,5.303639888763428,6.472642421722412,2.3002117148645986,4.119611041994526,8,-0.3175985682431535
0,35,4.937446594238281,6.664207458496094,2.415198355460677,4.195288616876277,8,-0.34731449574920326
0,36,4.544867992401123,6.815676212310791,2.5320523380340925,4.268784534964919,8,-0.37336907142981607
0,37,4.130367755889893,6.922645568847656,2.650715539094053,4.340106634024185,8,-0.3949697566581216
0,38,3.699169874191284,6.9812235832214355,2.7711285701482495,4.409331298497799,8,-0.4113558908553683
0,39,3.25719952583313,6.9884209632873535,2.893038497472153,4.475873558084163,8,-0.4218289173467756
0,40,2.810955762863159,6.942500591278076,3.0158935806669254,4.538195643022016,8,-0.42582188257637166
0,41,2.367297887802124,6.84276819229126,3.139175834900546,4.5953692228410015,8,-0.4229787135582507
0,42,1.9332138299942017,6.68953800201416,-3.0207503875469026,4.646999148436199,8,-0.41317256163995947
0,43,1.5156197547912598,6.484114646911621,-2.897875330643955,4.693084242707362,8,-0.39647519611075877
0,44,1.1211636066436768,6.228774070739746,-2.7756528813661308,4.733921870416629,8,-0.37315349973070816
0,45,0.7560510635375977,5.926700115203857,-2.6542801136340963,4.769895493390136,8,-0.3436480133858235
0,46,0.4259217381477356,5.581871509552002,-2.53389710972119,4.801337859525134,8,-0.308523305021999
0,47,0.13577914237976074,5.198935508728027,-2.414583231827896,4.828536281478983,8,-0.26841418250131943
0,48,-0.11006280779838562,4.783086776733398,-2.2963668426198236,4.851846908256454,8,-5.0
1,0,5.0,3.2630398273468018,0.0,0.0,8,0.0
1,1,5.002842903137207,3.264226198196411,0.0007968177981521052,0.1984128049155506,8,0.003735760759327009
1,2,5.025372505187988,3.273606538772583,0.008546616570281884,0.4244892184124617,8,0.02443980353363733
1,3,5.067999362945557,3.293581962585449,0.024602282150151922,0.660754219643819,8,0.04560025174596555
1,4,5.1295905113220215,3.328481435775757,0.046513573176833134,0.891894257050706,8,0.06560467253319302
1,5,5.210125923156738,3.375967502593994,0.0747791665644435,1.1044941680296176,8,0.08550563559085007
1,6,5.307506084442139,3.4362292289733887,0.110385097706585,1.306333068555228,8,0.10325866009389892
1,7,5.419804096221924,3.5102763175964355,0.1527892801633719,1.4985953549881599,8,0.11904169087723188
