trace_id,step,x,y,heading,speed,action,reward,label
0,0,5.007030010223389,6.999242782592773,-0.0004700479323993534,0.29418890279523796,"[-0.3312658965587616, 1.0]",0.008353860285967242,True
0,1,5.041975498199463,6.99489688873291,-0.0033336118945062054,0.5850814602047784,"[-0.3985554873943329, 1.0]",0.03757835454699572,True
0,2,5.105503082275391,6.984903812408447,-0.009376723882059679,0.8751517847311905,"[-0.4096969962120056, 1.0]",0.06746576710721809,True
0,3,5.197329521179199,6.968362808227539,-0.018945461678715247,1.1647874639704472,"[-0.4110637605190277, 1.0]",0.09706798249167561,True
0,4,5.317399978637695,6.945180892944336,-0.03206366057622745,1.455132318570747,"[-0.4066307544708252, 1.0]",0.12661855289206445,True
0,5,5.465712547302246,6.915021896362305,-0.0483646032924927,1.7463455161530312,"[-0.3965431749820709, 1.0]",0.1561711234872394,True
0,6,5.642196178436279,6.877170085906982,-0.06743882880991237,2.038533886952554,"[-0.3810102641582489, 1.0]",0.1856570336253197,True
0,7,5.8467488288879395,6.830777645111084,-0.08884132291033531,2.3318906638549888,"[-0.360661119222641, 1.0]",0.2150461584390076,True
0,8,6.0792646408081055,6.774983882904053,-0.11203825495325148,2.6265424335415726,"[-0.33605697751045227, 1.0]",0.24433525287110308,True
0,9,6.339653491973877,6.709016799926758,-0.13640804314024013,2.922534303718278,"[-0.30752041935920715, 1.0]",0.2735402555325037,True
0,10,6.627856731414795,6.632277965545654,-0.16123469661223133,3.2198139662161043,"[-0.275162011384964, 1.0]",0.30269240228889044,True
0,11,6.943863391876221,6.544401168823242,-0.18570621755286076,3.518199367196967,"[-0.23907321691513062, 1.0]",0.33183855761381215,True
0,12,7.2877302169799805,6.445345878601074,-0.2089355070030221,3.8173522865921066,"[-0.19975236058235168, 1.0]",0.36104491039342423,True
0,13,7.659595012664795,6.335447788238525,-0.23001336176656295,4.116778851562287,"[-0.15856343507766724, 1.0]",0.39039030051684476,True
0,14,8.059652328491211,6.215368270874023,-0.24811726454081295,4.415951852470877,"[-0.11781570315361023, 1.0]",0.41992909916253496,True
0,15,8.488118171691895,6.085953712463379,-0.26264813723855784,4.714489930995898,"[-0.08016416430473328, 1.0]",0.44968104789016516,True
0,16,8.945194244384766,5.9481000900268555,-0.27333220689973725,5.0122913886013105,"[-0.04761630296707153, 1.0]",0.479631383941577,True
0,17,9.431074142456055,5.802690505981445,-0.28021794305619174,5.309463287723724,"[-0.020910827443003654, 1.0]",0.5097724828660458,True
0,18,9.945962905883789,5.650619983673096,-0.28357925182603516,5.606181280654162,"[0.00034129805862903595, 1.0]",0.5401165791906781,True
0,19,10.490094184875488,5.492861747741699,-0.28378870944577006,5.902602187935187,"[0.01708555407822132, 1.0]",0.5706929888374076,True
0,20,11.064606666564941,5.33467960357666,-0.27880553557206866,6.191296779949734,"[0.08946073055267334, 1.0]",0.6023733171992269,True
0,21,11.671011924743652,5.1835808753967285,-0.26561156974154265,6.484155640448533,"[0.10151821374893188, 1.0]",0.6355839585607294,True
0,22,12.309033393859863,5.038692951202393,-0.2481667993370884,6.778046300677692,"[0.10928481817245483, 1.0]",0.6685226774692605,True
0,23,12.978675842285156,4.900807857513428,-0.2282655291431439,7.072939752293995,"[0.10928758978843689, 1.0]",0.701470677310616,True
0,24,13.679902076721191,4.770662784576416,-0.20726024551930777,7.368457050049218,"[0.10527855157852173, 1.0]",0.7343842911612566,True
0,25,14.41263198852539,4.648908615112305,-0.1861766649594232,7.664700993979793,"[0.09655562043190002, 1.0]",0.7672210662771083,True
0,26,15.176692008972168,4.5356268882751465,-0.1659333117234576,7.961346077211966,"[0.08614736795425415, 1.0]",0.7998860777942312,True
0,27,15.971857070922852,4.430460453033447,-0.14722061032401612,8.258424284628497,"[0.07295235991477966, 1.0]",0.8323279712315118,True
0,28,16.79787254333496,4.332586765289307,-0.13059436248059697,8.555540259345753,"[0.061005234718322754, 1.0]",0.8645154035791652,True
0,29,17.654586791992188,4.24208927154541,-0.11570050092627415,8.851991412412751,"[0.057809680700302124, 1.0]",0.8965482100130839,True
0,30,18.54195785522461,4.160501956939697,-0.10131530314015702,9.148000374336746,"[0.05775132775306702, 1.0]",0.9285370649169372,True
0,31,19.45993423461914,4.0899739265441895,-0.08633435621818819,9.443038191504705,"[0.06408408284187317, 1.0]",0.9604700512563025,True
0,32,20.40840721130371,4.032346248626709,-0.07034939756526093,9.739054583966615,"[0.05926796793937683, 1.0]",0.9922987223124201,True
0,33,21.387203216552734,3.9877355098724365,-0.0543647052284415,10.034761444731533,"[0.059032708406448364, 1.0]",1.0239524317503153,True
0,34,22.396133422851562,3.9560446739196777,-0.038999464161174835,10.33173807681842,"[0.045663416385650635, 1.0]",1.0554230276445111,True
0,35,23.435033798217773,3.9351418018341064,-0.02576328722737209,10.628474170409682,"[0.03954052925109863, 1.0]",1.0867285091330545,True
0,36,24.503768920898438,3.9233102798461914,-0.014966699010136253,10.92571894503296,"[0.022615166381001472, 1.0]",1.1179008579333123,True
0,37,25.602251052856445,3.9156572818756104,-0.00844009012667879,11.222660670800131,"[0.00465560145676136, 1.0]",1.1489841049766083,True
0,38,26.730409622192383,3.9073173999786377,-0.006784536035031152,11.519119760347648,"[-0.009829459711909294, 1.0]",1.179994608257502,True
0,39,27.888031005859375,3.891291379928589,-0.011014434794404337,11.812708952366188,"[-0.03967127203941345, 1.0]",1.21077857395264,True
0,40,29.074811935424805,3.8604578971862793,-0.021497169477173728,12.108471111584436,"[-0.037887632846832275, 1.0]",1.2412690495675596,True
