trace_id,step,x,y,heading,speed,action,reward,label
0,0,5.007045269012451,6.999240875244141,-0.0004709800387807661,0.2948487901641532,"[-0.3312658965587616, 1.0]",0.008372088568189861,True
0,1,5.042069435119629,6.994884967803955,-0.0033422671680494176,0.5863925711124092,"[-0.3985661268234253, 1.0]",0.037662932677183576,True
0,2,5.105738162994385,6.984868049621582,-0.0093998933835433,0.8771140013581271,"[-0.40971723198890686, 1.0]",0.06761574088086743,True
0,3,5.197770595550537,6.968286514282227,-0.01899073541724583,1.1674005545335366,"[-0.4110833406448364, 1.0]",0.09728573505155326,True
0,4,5.318109035491943,6.945046901702881,-0.03213836224480371,1.458398180988051,"[-0.4066377282142639, 1.0]",0.1269012317558525,True
0,5,5.466752529144287,6.914808750152588,-0.04847539079383978,1.7502668045843182,"[-0.3965246379375458, 1.0]",0.1565196942729732,True
0,6,5.643628120422363,6.8768534660339355,-0.06759169425648359,2.0431156337452623,"[-0.3809545934200287, 1.0]",0.18606961162992985,True
0,7,5.848634243011475,6.8303303718566895,-0.0890382636729461,2.3371377114646186,"[-0.3605576753616333, 1.0]",0.2155232422907021,True
0,8,6.0816650390625,6.7743754386901855,-0.11227980366412282,2.6324618206630577,"[-0.33589574694633484, 1.0]",0.24487687424400914,True
0,9,6.342629432678223,6.708215713500977,-0.13669193611244257,2.9291307730253933,"[-0.30729252099990845, 1.0]",0.2741454820943369,True
0,10,6.631469249725342,6.631250858306885,-0.16155520804942292,3.2270896314272806,"[-0.2748560905456543, 1.0]",0.3033617203885419,True
0,11,6.948173522949219,6.543116569519043,-0.18605362691706162,3.52615641858231,"[-0.23867914080619812, 1.0]",0.33257197710749736,True
0,12,7.292801380157471,6.443775653839111,-0.20929623217267324,3.8259881556244344,"[-0.19926723837852478, 1.0]",0.3618448039085619,True
0,13,7.665489673614502,6.33357048034668,-0.23036969272041574,4.126088969337858,"[-0.15800103545188904, 1.0]",0.3912556938190516,True
0,14,8.066436767578125,6.213168621063232,-0.24845042599318212,4.425926574766969,"[-0.11720997095108032, 1.0]",0.4208637635500744,True
0,15,8.495858192443848,6.083423614501953,-0.2629409518004113,4.725126983494285,"[-0.07956022024154663, 1.0]",0.4506844962914469,True
0,16,8.953957557678223,5.945235729217529,-0.2735712256075722,5.023586341300677,"[-0.047053247690200806, 1.0]",0.480705503770228,True
0,17,9.440929412841797,5.7994914054870605,-0.28039384484619134,5.321411582996431,"[-0.020410476252436638, 1.0]",0.5109182072870582,True
0,18,9.956979751586914,5.647089958190918,-0.2836895066951648,5.618788964649793,"[0.000773819163441658, 1.0]",0.5413348890860412,True
0,19,10.502344131469727,5.489010810852051,-0.2838323852876474,5.915871228289871,"[0.01745683141052723, 1.0]",0.5719858004101169,True
0,20,11.077946662902832,5.329303741455078,-0.27948277743727523,6.208287018327662,"[0.07249966263771057, 1.0]",0.60353982301558,True
0,21,11.68499755859375,5.173618316650391,-0.2686142838706074,6.503053448583495,"[0.08366483449935913, 1.0]",0.6363146362095436,True
0,22,12.323355674743652,5.0216779708862305,-0.25415518336424014,6.798397857702489,"[0.09122005105018616, 1.0]",0.6689509065095636,True
0,23,12.993110656738281,4.874449253082275,-0.23744810858173704,7.0942875913682935,"[0.09307953715324402, 1.0]",0.7016792761557862,True
0,24,13.69432258605957,4.732956409454346,-0.21945312909607217,7.390447868214326,"[0.09239000082015991, 1.0]",0.7344689447282535,True
0,25,14.42703914642334,4.59840726852417,-0.2007714535233296,7.6868070319310755,"[0.08982819318771362, 1.0]",0.7673071920074593,True
0,26,15.191241264343262,4.471853733062744,-0.18185701767131413,7.983362053570207,"[0.0857323706150055, 1.0]",0.8001272471609878,True
0,27,15.986847877502441,4.354097366333008,-0.16310729833272042,8.280133149291975,"[0.08027899265289307, 1.0]",0.8328672123309936,True
0,28,16.8137149810791,4.245584487915039,-0.14490312754342938,8.577120260151077,"[0.07360371947288513, 1.0]",0.86546414474734,True
0,29,17.671663284301758,4.1464033126831055,-0.12761814680437844,8.874322796512452,"[0.06588000059127808, 1.0]",0.8978827558069623,True
0,30,18.56049346923828,4.056295871734619,-0.11161001864996756,9.171714391772978,"[0.057366758584976196, 1.0]",0.9301028996995019,True
0,31,19.48000717163086,3.974663496017456,-0.09719312924687795,9.469242394723318,"[0.04843464493751526, 1.0]",0.9621252931688331,True
0,32,20.430007934570312,3.9006147384643555,-0.08460210308714622,9.766850942492464,"[0.03955739736557007, 1.0]",0.9939515921806692,True
0,33,21.41032600402832,3.833064317703247,-0.07395864663259033,10.064478176565943,"[0.03126072883605957, 1.0]",1.0256082212525546,True
0,34,22.420814514160156,3.7708563804626465,-0.06524451722974245,10.36208723838399,"[0.02403438277542591, 1.0]",1.0571179027045638,True
0,35,23.461362838745117,3.712902307510376,-0.05829659626183492,10.659662067749332,"[0.018233152106404305, 1.0]",1.088516803889833,True
0,36,24.531888961791992,3.6582932472229004,-0.052829659176119925,10.957198953737018,"[0.014003725722432137, 1.0]",1.1198335183386916,True
0,37,25.632335662841797,3.606377124786377,-0.04848657607041851,11.254707273160722,"[0.011264385655522346, 1.0]",1.151092883779028,True
0,38,26.76266860961914,3.556778907775879,-0.04489370544379323,11.55220212844863,"[0.009748967364430428, 1.0]",1.1823178563553627,True
0,39,27.922868728637695,3.5093746185302734,-0.04172334532410815,11.849674109299642,"[0.009081723168492317, 1.0]",1.2135236525104032,True
0,40,29.112930297851562,3.464223861694336,-0.03873061804913114,12.147139049938897,"[0.008864792063832283, 1.0]",1.2447236949385923,True
